donor_id,event_date,event_id,donor_since_date,event_type,amount_usd,acquisition_source,was_opened,was_clicked,was_replied,was_attended,donor_region,is_recurring_donor,campaign_source,converted_to_donation
HARD2B_D0004,2024-12-20,EVT-000091,2023-07-22,email,0.0,event_booth,0,0,0,0,southeast,0,emergency_fund,0
HARD2B_D0004,2025-01-09,EVT-000092,2023-07-22,phone_call,0.0,event_booth,0,0,0,0,southeast,0,sms_appeal,0
HARD2B_D0004,2025-02-06,EVT-000093,2023-07-22,event,0.0,event_booth,0,0,0,0,southeast,0,rescue_campaign,0
HARD2B_D0004,2025-03-13,EVT-000094,2023-07-22,direct_mail,0.0,event_booth,0,0,0,0,southeast,0,year_end,0
HARD2B_D0004,2025-03-26,EVT-000073,2023-07-22,donation,53.09,event_booth,0,0,0,0,southeast,0,social_retargeting,0
HARD2B_D0004,2025-04-08,EVT-000095,2023-07-22,event,0.0,event_booth,0,0,0,0,southeast,0,emergency_fund,0
HARD2B_D0005,2023-03-30,EVT-000098,2023-02-11,phone_call,0.0,organic_web,0,0,0,0,southeast,0,year_end,0
HARD2B_D0005,2023-04-06,EVT-000099,2023-02-11,email,0.0,organic_web,0,0,0,0,southeast,0,emergency_fund,0
HARD2B_D0005,2023-05-15,EVT-000100,2023-02-11,event,0.0,organic_web,0,0,0,0,southeast,0,sms_appeal,0
HARD2B_D0005,2023-05-16,EVT-000096,2023-02-11,donation,12.81,organic_web,0,0,0,0,southeast,0,newsletter,0
HARD2B_D0005,2023-05-26,EVT-000101,2023-02-11,event,0.0,organic_web,0,0,0,0,southeast,0,emergency_fund,0
HARD2B_D0005,2023-06-18,EVT-000102,2023-02-11,event,0.0,organic_web,0,0,0,0,southeast,0,social_retargeting,0
HARD2B_D0005,2023-06-30,EVT-000103,2023-02-11,email,0.0,organic_web,0,0,0,0,southeast,0,event_invite,0
HARD2B_D0005,2023-09-16,EVT-000104,2023-02-11,event,0.0,organic_web,0,0,0,0,southeast,0,monthly_giving,0
HARD2B_D0005,2023-10-08,EVT-000105,2023-02-11,sms,0.0,organic_web,1,1,1,0,southeast,0,emergency_fund,0
HARD2B_D0005,2023-10-12,EVT-000106,2023-02-11,event,0.0,organic_web,0,0,0,0,southeast,0,monthly_giving,0
HARD2B_D0005,2024-02-25,EVT-000107,2023-02-11,sms,0.0,organic_web,0,0,0,0,southeast,0,monthly_giving,0
HARD2B_D0005,2024-02-29,EVT-000108,2023-02-11,phone_call,0.0,organic_web,0,0,0,0,southeast,0,sms_appeal,0
HARD2B_D0005,2024-04-03,EVT-000109,2023-02-11,direct_mail,0.0,organic_web,0,0,0,0,southeast,0,newsletter,0
HARD2B_D0005,2024-06-13,EVT-000110,2023-02-11,direct_mail,0.0,organic_web,0,0,0,0,southeast,0,social_retargeting,0
HARD2B_D0005,2024-08-05,EVT-000111,2023-02-11,sms,0.0,organic_web,1,1,0,0,southeast,0,newsletter,0
HARD2B_D0005,2024-08-27,EVT-000112,2023-02-11,direct_mail,0.0,organic_web,1,0,0,0,southeast,0,monthly_giving,0
HARD2B_D0005,2024-10-27,EVT-000097,2023-02-11,donation,105.48,organic_web,0,0,0,0,southeast,0,rescue_campaign,0
HARD2B_D0005,2024-11-01,EVT-000113,2023-02-11,event,0.0,organic_web,0,0,0,0,southeast,0,event_invite,0
HARD2B_D0005,2024-12-02,EVT-000114,2023-02-11,sms,0.0,organic_web,0,0,0,0,southeast,0,newsletter,0
HARD2B_D0005,2024-12-25,EVT-000115,2023-02-11,phone_call,0.0,organic_web,0,0,0,0,southeast,0,event_invite,0
HARD2B_D0005,2024-12-25,EVT-000116,2023-02-11,direct_mail,0.0,organic_web,0,0,0,0,southeast,0,year_end,0
HARD2B_D0005,2025-02-21,EVT-000117,2023-02-11,event,0.0,organic_web,0,0,0,0,southeast,0,year_end,0
HARD2B_D0005,2025-03-06,EVT-000118,2023-02-11,direct_mail,0.0,organic_web,0,0,0,0,southeast,0,year_end,0
HARD2B_D0006,2023-10-01,EVT-000122,2023-09-30,event,0.0,organic_web,0,0,0,0,west,0,rescue_campaign,0
HARD2B_D0006,2023-10-06,EVT-000123,2023-09-30,phone_call,0.0,organic_web,0,0,0,0,west,0,rescue_campaign,0
HARD2B_D0006,2023-10-30,EVT-000124,2023-09-30,phone_call,0.0,organic_web,0,0,0,0,west,0,sms_appeal,0
HARD2B_D0006,2023-11-10,EVT-000125,2023-09-30,sms,0.0,organic_web,0,0,0,0,west,0,social_retargeting,0
HARD2B_D0006,2023-11-17,EVT-000126,2023-09-30,direct_mail,0.0,organic_web,1,0,0,0,west,0,emergency_fund,0
HARD2B_D0006,2023-11-24,EVT-000119,2023-09-30,donation,43.9,organic_web,0,0,0,0,west,0,monthly_giving,0
HARD2B_D0006,2023-11-25,EVT-000127,2023-09-30,phone_call,0.0,organic_web,0,0,1,0,west,0,social_retargeting,0
HARD2B_D0006,2023-12-03,EVT-000128,2023-09-30,direct_mail,0.0,organic_web,1,0,0,0,west,0,year_end,0
HARD2B_D0006,2024-01-08,EVT-000129,2023-09-30,email,0.0,organic_web,0,0,0,0,west,0,year_end,0
HARD2B_D0006,2024-01-31,EVT-000130,2023-09-30,direct_mail,0.0,organic_web,0,0,0,0,west,0,year_end,0
HARD2B_D0006,2024-02-23,EVT-000120,2023-09-30,donation,37.09,organic_web,0,0,0,0,west,0,event_invite,0
HARD2B_D0006,2024-02-26,EVT-000131,2023-09-30,event,0.0,organic_web,0,0,0,1,west,0,rescue_campaign,0
HARD2B_D0006,2024-02-29,EVT-000132,2023-09-30,direct_mail,0.0,organic_web,0,0,0,0,west,0,sms_appeal,0
HARD2B_D0006,2024-03-16,EVT-000133,2023-09-30,email,0.0,organic_web,0,0,0,0,west,0,rescue_campaign,0
HARD2B_D0006,2024-03-24,EVT-000121,2023-09-30,donation,33.71,organic_web,0,0,0,0,west,0,newsletter,0
HARD2B_D0006,2024-04-11,EVT-000134,2023-09-30,phone_call,0.0,organic_web,0,0,1,0,west,0,emergency_fund,0
HARD2B_D0006,2024-04-13,EVT-000135,2023-09-30,email,0.0,organic_web,0,0,0,0,west,0,social_retargeting,0
HARD2B_D0006,2024-05-16,EVT-000136,2023-09-30,sms,0.0,organic_web,1,1,0,0,west,0,event_invite,0
HARD2B_D0006,2024-06-02,EVT-000137,2023-09-30,sms,0.0,organic_web,1,0,0,0,west,0,social_retargeting,0
HARD2B_D0006,2024-06-13,EVT-000138,2023-09-30,event,0.0,organic_web,0,0,0,0,west,0,monthly_giving,0
HARD2B_D0006,2024-06-29,EVT-000139,2023-09-30,sms,0.0,organic_web,0,0,0,0,west,0,year_end,0
HARD2B_D0006,2024-07-04,EVT-000140,2023-09-30,email,0.0,organic_web,1,1,0,0,west,0,event_invite,0
HARD2B_D0006,2024-08-13,EVT-000141,2023-09-30,sms,0.0,organic_web,1,0,0,0,west,0,sms_appeal,0
HARD2B_D0006,2024-08-16,EVT-000142,2023-09-30,email,0.0,organic_web,1,0,0,0,west,0,emergency_fund,0
HARD2B_D0006,2024-09-08,EVT-000143,2023-09-30,phone_call,0.0,organic_web,0,0,0,0,west,0,newsletter,0
HARD2B_D0006,2024-11-01,EVT-000144,2023-09-30,sms,0.0,organic_web,0,0,0,0,west,0,year_end,0
HARD2B_D0006,2024-11-03,EVT-000145,2023-09-30,direct_mail,0.0,organic_web,1,0,0,0,west,0,rescue_campaign,0
HARD2B_D0006,2024-11-11,EVT-000146,2023-09-30,direct_mail,0.0,organic_web,1,0,0,0,west,0,monthly_giving,0
HARD2B_D0006,2024-12-09,EVT-000147,2023-09-30,direct_mail,0.0,organic_web,1,0,0,0,west,0,rescue_campaign,0
HARD2B_D0006,2024-12-09,EVT-000154,2023-09-30,phone_call,0.0,organic_web,1,1,0,0,west,0,event_invite,0
HARD2B_D0006,2024-12-17,EVT-000148,2023-09-30,direct_mail,0.0,organic_web,1,0,0,0,west,0,year_end,0
HARD2B_D0006,2025-01-31,EVT-000149,2023-09-30,direct_mail,0.0,organic_web,0,0,0,0,west,0,year_end,0
HARD2B_D0006,2025-03-04,EVT-000150,2023-09-30,sms,0.0,organic_web,1,0,0,0,west,0,social_retargeting,0
HARD2B_D0006,2025-03-09,EVT-000151,2023-09-30,event,0.0,organic_web,0,0,0,0,west,0,monthly_giving,0
HARD2B_D0006,2025-03-24,EVT-000152,2023-09-30,phone_call,0.0,organic_web,0,0,0,0,west,0,sms_appeal,0
HARD2B_D0006,2025-04-06,EVT-000153,2023-09-30,sms,0.0,organic_web,1,0,0,0,west,0,social_retargeting,0
HARD2B_D0007,2024-03-01,EVT-000158,2024-02-23,phone_call,0.0,organic_web,0,0,0,0,midwest,0,year_end,0
HARD2B_D0007,2024-03-25,EVT-000159,2024-02-23,email,0.0,organic_web,0,0,0,0,midwest,0,event_invite,0
HARD2B_D0007,2024-05-08,EVT-000160,2024-02-23,email,0.0,organic_web,0,0,0,0,midwest,0,social_retargeting,0
HARD2B_D0007,2024-06-22,EVT-000161,2024-02-23,email,0.0,organic_web,0,0,0,0,midwest,0,year_end,0
HARD2B_D0007,2024-07-28,EVT-000162,2024-02-23,email,0.0,organic_web,0,0,0,0,midwest,0,year_end,1
HARD2B_D0007,2024-08-06,EVT-000155,2024-02-23,donation,77.88,organic_web,0,0,0,0,midwest,0,year_end,0
HARD2B_D0007,2024-08-27,EVT-000163,2024-02-23,phone_call,0.0,organic_web,0,0,0,0,midwest,0,newsletter,0
HARD2B_D0007,2024-09-10,EVT-000156,2024-02-23,donation,66.29,organic_web,0,0,0,0,midwest,0,rescue_campaign,0
HARD2B_D0007,2024-09-16,EVT-000164,2024-02-23,event,0.0,organic_web,0,0,0,0,midwest,0,emergency_fund,0
HARD2B_D0007,2024-09-17,EVT-000165,2024-02-23,sms,0.0,organic_web,0,0,0,0,midwest,0,emergency_fund,0
HARD2B_D0007,2024-11-03,EVT-000166,2024-02-23,event,0.0,organic_web,0,0,0,0,midwest,0,year_end,0
HARD2B_D0007,2024-11-14,EVT-000167,2024-02-23,email,0.0,organic_web,0,0,0,0,midwest,0,monthly_giving,0
HARD2B_D0007,2024-11-27,EVT-000157,2024-02-23,donation,61.49,organic_web,0,0,0,0,midwest,0,monthly_giving,0
HARD2B_D0007,2025-02-15,EVT-000168,2024-02-23,event,0.0,organic_web,0,0,0,0,midwest,0,emergency_fund,0
HARD2B_D0007,2025-03-20,EVT-000169,2024-02-23,event,0.0,organic_web,0,0,0,0,midwest,0,emergency_fund,0
HARD2B_D0007,2025-03-28,EVT-000170,2024-02-23,event,0.0,organic_web,0,0,0,0,midwest,0,rescue_campaign,0
HARD2B_D0007,2025-04-03,EVT-000171,2024-02-23,email,0.0,organic_web,1,0,0,0,midwest,0,social_retargeting,0
HARD2B_D0007,2025-04-11,EVT-000172,2024-02-23,email,0.0,organic_web,0,0,0,0,midwest,0,event_invite,0
HARD2B_D0008,2023-08-29,EVT-000175,2023-08-29,event,0.0,peer_referral,0,0,1,0,southwest,0,year_end,0
HARD2B_D0008,2023-09-28,EVT-000176,2023-08-29,phone_call,0.0,peer_referral,0,0,0,0,southwest,0,year_end,0
HARD2B_D0008,2023-10-07,EVT-000177,2023-08-29,phone_call,0.0,peer_referral,0,0,0,0,southwest,0,emergency_fund,0
HARD2B_D0008,2023-10-21,EVT-000178,2023-08-29,phone_call,0.0,peer_referral,0,0,0,0,southwest,0,sms_appeal,0
HARD2B_D0008,2023-11-02,EVT-000179,2023-08-29,direct_mail,0.0,peer_referral,1,0,0,0,southwest,0,event_invite,0
HARD2B_D0008,2023-11-16,EVT-000180,2023-08-29,event,0.0,peer_referral,0,0,0,0,southwest,0,year_end,0
HARD2B_D0008,2023-12-15,EVT-000173,2023-08-29,donation,19.3,peer_referral,0,0,0,0,southwest,0,sms_appeal,0
HARD2B_D0008,2024-01-08,EVT-000181,2023-08-29,event,0.0,peer_referral,0,0,0,0,southwest,0,sms_appeal,0
HARD2B_D0008,2024-01-29,EVT-000182,2023-08-29,sms,0.0,peer_referral,0,0,0,0,southwest,0,rescue_campaign,0
HARD2B_D0008,2024-02-02,EVT-000183,2023-08-29,phone_call,0.0,peer_referral,0,0,0,0,southwest,0,emergency_fund,0
HARD2B_D0008,2024-03-06,EVT-000184,2023-08-29,email,0.0,peer_referral,0,0,0,0,southwest,0,event_invite,0
HARD2B_D0008,2024-03-10,EVT-000174,2023-08-29,donation,39.93,peer_referral,0,0,0,0,southwest,0,social_retargeting,0
HARD2B_D0008,2024-03-16,EVT-000185,2023-08-29,direct_mail,0.0,peer_referral,1,0,0,0,southwest,0,sms_appeal,0
HARD2B_D0008,2024-04-28,EVT-000186,2023-08-29,sms,0.0,peer_referral,0,0,0,0,southwest,0,monthly_giving,0
HARD2B_D0008,2024-05-30,EVT-000187,2023-08-29,sms,0.0,peer_referral,1,0,0,0,southwest,0,rescue_campaign,0
HARD2B_D0008,2024-06-05,EVT-000188,2023-08-29,sms,0.0,peer_referral,0,0,0,0,southwest,0,rescue_campaign,0
HARD2B_D0008,2024-07-19,EVT-000189,2023-08-29,event,0.0,peer_referral,0,0,0,0,southwest,0,newsletter,0
HARD2B_D0008,2024-07-21,EVT-000190,2023-08-29,direct_mail,0.0,peer_referral,1,0,0,0,southwest,0,event_invite,0
HARD2B_D0008,2024-09-01,EVT-000191,2023-08-29,email,0.0,peer_referral,1,0,0,0,southwest,0,emergency_fund,0
HARD2B_D0008,2024-09-09,EVT-000192,2023-08-29,phone_call,0.0,peer_referral,0,0,0,0,southwest,0,monthly_giving,0
HARD2B_D0008,2024-09-21,EVT-000193,2023-08-29,phone_call,0.0,peer_referral,0,0,0,0,southwest,0,rescue_campaign,0
HARD2B_D0008,2024-09-25,EVT-000194,2023-08-29,event,0.0,peer_referral,0,0,0,1,southwest,0,rescue_campaign,0
HARD2B_D0008,2024-10-10,EVT-000195,2023-08-29,direct_mail,0.0,peer_referral,1,0,0,0,southwest,0,monthly_giving,0
HARD2B_D0008,2024-11-17,EVT-000196,2023-08-29,event,0.0,peer_referral,0,0,0,0,southwest,0,monthly_giving,0
HARD2B_D0008,2024-12-13,EVT-000197,2023-08-29,phone_call,0.0,peer_referral,0,0,0,0,southwest,0,rescue_campaign,0
HARD2B_D0008,2025-01-14,EVT-000198,2023-08-29,phone_call,0.0,peer_referral,0,0,0,0,southwest,0,emergency_fund,0
HARD2B_D0008,2025-01-15,EVT-000199,2023-08-29,email,0.0,peer_referral,1,0,0,0,southwest,0,event_invite,0
HARD2B_D0008,2025-01-16,EVT-000200,2023-08-29,sms,0.0,peer_referral,1,0,0,0,southwest,0,monthly_giving,0
HARD2B_D0008,2025-01-19,EVT-000201,2023-08-29,direct_mail,0.0,peer_referral,1,0,0,0,southwest,0,rescue_campaign,0
HARD2B_D0008,2025-01-27,EVT-000202,2023-08-29,sms,0.0,peer_referral,0,0,0,0,southwest,0,event_invite,0
HARD2B_D0008,2025-02-07,EVT-000203,2023-08-29,email,0.0,peer_referral,1,0,0,0,southwest,0,year_end,0
HARD2B_D0008,2025-02-15,EVT-000204,2023-08-29,email,0.0,peer_referral,1,0,0,0,southwest,0,event_invite,0
HARD2B_D0008,2025-02-23,EVT-000205,2023-08-29,sms,0.0,peer_referral,1,0,0,0,southwest,0,rescue_campaign,0
HARD2B_D0008,2025-02-23,EVT-000206,2023-08-29,event,0.0,peer_referral,0,0,0,0,southwest,0,year_end,0
HARD2B_D0008,2025-03-05,EVT-000207,2023-08-29,direct_mail,0.0,peer_referral,1,0,0,0,southwest,0,monthly_giving,0
HARD2B_D0008,2025-04-08,EVT-000208,2023-08-29,event,0.0,peer_referral,0,0,0,0,southwest,0,event_invite,0
HARD2B_D0008,2025-04-10,EVT-000209,2023-08-29,direct_mail,0.0,peer_referral,1,0,0,0,southwest,0,event_invite,0
HARD2B_D0009,2024-06-13,EVT-000215,2024-03-14,phone_call,0.0,event_booth,0,0,0,0,northeast,0,monthly_giving,0
HARD2B_D0009,2024-06-17,EVT-000216,2024-03-14,email,0.0,event_booth,0,0,0,0,northeast,0,rescue_campaign,0
HARD2B_D0009,2024-06-22,EVT-000210,2024-03-14,donation,165.19,event_booth,0,0,0,0,northeast,0,rescue_campaign,0
